Text,Case_Folding,Cleaning_Text,Normalisasi_Text,Formalisasi_Text,Remove_Text,Stemming_Text,Tokenize_Text,Processed_Text,Polarity Score,Labels
PEMUDA & MAHASISWA PAPUA bdg GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda & mahasiswa papua bdg gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda  mahasiswa papua bdg gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung  gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
PEMUDA DAN MAHASISWA PAPUA BANDUNG GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
"Pemilu 2024 mencerminkan kesadaran politik yang matang di Indonesia, dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri.
#Pemilu2024
#PemiluDamai2024
#PemiluDamaiNegeriMaju
#Pemilu2024BebasHoaks
#Pemilu2024MenujuIndonesiaMaju","pemilu 2024 mencerminkan kesadaran politik yang matang di indonesia, dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri.
#pemilu2024
#pemiludamai2024
#pemiludamainegerimaju
#pemilu2024bebashoaks
#pemilu2024menujuindonesiamaju",pemilu mencerminkan kesadaran politik yang matang di indonesia dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri      ,pemilu mencerminkan kesadaran politik yang matang di indonesia dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri,pemilu mencerminkan kesadaran politik yang matang di indonesia dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri,pemilu mencerminkan kesadaran politik matang indonesia antusiasme pemilih negeri,pemilu cermin sadar politik matang indonesia antusiasme pilih negeri,"['pemilu', 'cermin', 'sadar', 'politik', 'matang', 'indonesia', 'antusiasme', 'pilih', 'negeri']",pemilu cermin sadar politik matang indonesia antusiasme pilih negeri,5,Positive
PEMUDA dn MAHASISWA PAPUA kota bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'kota', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,-1,Negative
Ajakan Pak Arsjad Rasjid untuk terus jaga dan kawal penghitungan suara memperkuat rasa memiliki dan tanggung jawab bersama dalam menjaga kepentingan negara. Arsjad Rasjid Ketua TPN #arsjadrasjid  #Pemilu2024 #inklusifkolaboratif https://inklusifkolaboratif.id/arsjad-rasjid-kawal-terus-penghitungan-suara-pemilu/…,ajakan pak arsjad rasjid untuk terus jaga dan kawal penghitungan suara memperkuat rasa memiliki dan tanggung jawab bersama dalam menjaga kepentingan negara. arsjad rasjid ketua tpn #arsjadrasjid  #pemilu2024 #inklusifkolaboratif https://inklusifkolaboratif.id/arsjad-rasjid-kawal-terus-penghitungan-suara-pemilu/…,ajakan pak arsjad rasjid untuk terus jaga dan kawal penghitungan suara memperkuat rasa memiliki dan tanggung jawab bersama dalam menjaga kepentingan negara arsjad rasjid ketua tpn    https  inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu ,ajakan pak arsjad rasjid untuk terus jaga dan kawal penghitungan suara memperkuat rasa memiliki dan tanggung jawab bersama dalam menjaga kepentingan negara arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu,ajakan pak arsjad rasjid untuk terus jaga dan kawal penghitungan suara memperkuat rasa memiliki dan tanggung jawab bersama dalam menjaga kepentingan negara arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu,ajakan arsjad rasjid jaga kawal penghitungan suara memperkuat memiliki tanggung menjaga kepentingan negara arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal penghitungan suara pemilu,aja arsjad rasjid jaga kawal hitung suara kuat milik tanggung jaga penting negara arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal hitung suara pemilu,"['aja', 'arsjad', 'rasjid', 'jaga', 'kawal', 'hitung', 'suara', 'kuat', 'milik', 'tanggung', 'jaga', 'penting', 'negara', 'arsjad', 'rasjid', 'ketua', 'tpn', 'https', 'inklusifkolaboratif', 'id', 'arsjad', 'rasjid', 'kawal', 'hitung', 'suara', 'pemilu']",aja arsjad rasjid jaga kawal hitung suara kuat milik tanggung jaga penting negara arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal hitung suara pemilu,17,Positive
PEMUDA DAN MAHASISWA PAPUA BANDUNG GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
PEMUDA dn MAHASISWA PAPUA kota bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'kota', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,-1,Negative
PEMUDA n MAHASISWA PAPUA bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
PEMUDA & MAHASISWA PAPUA bdg GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda & mahasiswa papua bdg gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda  mahasiswa papua bdg gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung  gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
"Kapolres Sampaikan Situasi Terkini di Timika Setelah Pemilu 2024
https://papua.jpnn.com/politik/2636/kapolres-sampaikan-situasi-terkini-di-timika-setelah-pemilu-2024…","kapolres sampaikan situasi terkini di timika setelah pemilu 2024
https://papua.jpnn.com/politik/2636/kapolres-sampaikan-situasi-terkini-di-timika-setelah-pemilu-2024…",kapolres sampaikan situasi terkini di timika setelah pemilu https  papua jpnn com politik kapolres sampaikan situasi terkini di timika setelah pemilu ,kapolres sampaikan situasi terkini di timika setelah pemilu https papua jpnn com politik kapolres sampaikan situasi terkini di timika setelah pemilu,kapolres sampaikan situasi terkini di timika setelah pemilu https papua jpnn com politik kapolres sampaikan situasi terkini di timika setelah pemilu,kapolres situasi terkini timika pemilu https papua jpnn politik kapolres situasi terkini timika pemilu,kapolres situasi kini timika pemilu https papua jpnn politik kapolres situasi kini timika pemilu,"['kapolres', 'situasi', 'kini', 'timika', 'pemilu', 'https', 'papua', 'jpnn', 'politik', 'kapolres', 'situasi', 'kini', 'timika', 'pemilu']",kapolres situasi kini timika pemilu https papua jpnn politik kapolres situasi kini timika pemilu,5,Positive
Sikap terbuka Pak Arsjad Rasjid dalam menerima informasi dari masyarakat menciptakan atmosfer kolaboratif antara pemimpin dan yang dipimpin. Arsjad Rasjid Ketua TPN #arsjadrasjid  #Pemilu2024 #inklusifkolaboratif https://inklusifkolaboratif.id/arsjad-rasjid-kawal-terus-penghitungan-suara-pemilu/…,sikap terbuka pak arsjad rasjid dalam menerima informasi dari masyarakat menciptakan atmosfer kolaboratif antara pemimpin dan yang dipimpin. arsjad rasjid ketua tpn #arsjadrasjid  #pemilu2024 #inklusifkolaboratif https://inklusifkolaboratif.id/arsjad-rasjid-kawal-terus-penghitungan-suara-pemilu/…,sikap terbuka pak arsjad rasjid dalam menerima informasi dari masyarakat menciptakan atmosfer kolaboratif antara pemimpin dan yang dipimpin arsjad rasjid ketua tpn    https  inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu ,sikap terbuka pak arsjad rasjid dalam menerima informasi dari masyarakat menciptakan atmosfer kolaboratif antara pemimpin dan yang dipimpin arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu,sikap terbuka pak arsjad rasjid dalam menerima informasi dari masyarakat menciptakan atmosfer kolaboratif antara pemimpin dan yang dipimpin arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu,sikap terbuka arsjad rasjid menerima informasi masyarakat menciptakan atmosfer kolaboratif pemimpin dipimpin arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal penghitungan suara pemilu,sikap buka arsjad rasjid terima informasi masyarakat cipta atmosfer kolaboratif pimpin pimpin arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal hitung suara pemilu,"['sikap', 'buka', 'arsjad', 'rasjid', 'terima', 'informasi', 'masyarakat', 'cipta', 'atmosfer', 'kolaboratif', 'pimpin', 'pimpin', 'arsjad', 'rasjid', 'ketua', 'tpn', 'https', 'inklusifkolaboratif', 'id', 'arsjad', 'rasjid', 'kawal', 'hitung', 'suara', 'pemilu']",sikap buka arsjad rasjid terima informasi masyarakat cipta atmosfer kolaboratif pimpin pimpin arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal hitung suara pemilu,13,Positive
PEMUDA DAN MAHASISWA PAPUA BANDUNG GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
"Bersama pak ganjar pasti bisa! Yuk tetap semangat dan optimis! 
@Zubiyan2
 RIP Demokrasi Bawaslu #Pemilu2024 KPPS PDIP #DemokrasiSukses","bersama pak ganjar pasti bisa! yuk tetap semangat dan optimis! 
@zubiyan2
 rip demokrasi bawaslu #pemilu2024 kpps pdip #demokrasisukses",bersama pak ganjar pasti bisa yuk tetap semangat dan optimis   rip demokrasi bawaslu  kpps pdip ,bersama pak ganjar pasti bisa yuk tetap semangat dan optimis rip demokrasi bawaslu kpps pdip,bersama pak ganjar pasti bisa yuk tetap semangat dan optimis rip demokrasi bawaslu kpps pdip,ganjar semangat optimis rip demokrasi bawaslu kpps pdip,ganjar semangat optimis rip demokrasi bawaslu kpps pdip,"['ganjar', 'semangat', 'optimis', 'rip', 'demokrasi', 'bawaslu', 'kpps', 'pdip']",ganjar semangat optimis rip demokrasi bawaslu kpps pdip,4,Positive
"#Pemilu2024 
 Luar negeri ","#pemilu2024 
 luar negeri",  luar negeri,luar negeri,luar negeri,negeri,negeri,['negeri'],negeri,0,Neutral
PEMUDA dn MAHASISWA PAPUA kota bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'kota', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,-1,Negative
PEMUDA n MAHASISWA PAPUA bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
PEMUDA & MAHASISWA PAPUA bdg GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda & mahasiswa papua bdg gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda  mahasiswa papua bdg gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung  gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
PEMUDA DAN MAHASISWA PAPUA BANDUNG GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
Ucapan Pak Arsjad Rasjid menjadi penyemangat bagi rakyat Indonesia untuk tetap waspada dan proaktif dalam mengawal jalannya pemilu. Arsjad Rasjid Ketua TPN #arsjadrasjid  #Pemilu2024 #inklusifkolaboratif https://inklusifkolaboratif.id/arsjad-rasjid-kawal-terus-penghitungan-suara-pemilu/…,ucapan pak arsjad rasjid menjadi penyemangat bagi rakyat indonesia untuk tetap waspada dan proaktif dalam mengawal jalannya pemilu. arsjad rasjid ketua tpn #arsjadrasjid  #pemilu2024 #inklusifkolaboratif https://inklusifkolaboratif.id/arsjad-rasjid-kawal-terus-penghitungan-suara-pemilu/…,ucapan pak arsjad rasjid menjadi penyemangat bagi rakyat indonesia untuk tetap waspada dan proaktif dalam mengawal jalannya pemilu arsjad rasjid ketua tpn    https  inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu ,ucapan pak arsjad rasjid menjadi penyemangat bagi rakyat indonesia untuk tetap waspada dan proaktif dalam mengawal jalannya pemilu arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu,ucapan pak arsjad rasjid menjadi penyemangat bagi rakyat indonesia untuk tetap waspada dan proaktif dalam mengawal jalannya pemilu arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu,ucapan arsjad rasjid penyemangat rakyat indonesia waspada proaktif mengawal jalannya pemilu arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal penghitungan suara pemilu,ucap arsjad rasjid semangat rakyat indonesia waspada proaktif awal jalan pemilu arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal hitung suara pemilu,"['ucap', 'arsjad', 'rasjid', 'semangat', 'rakyat', 'indonesia', 'waspada', 'proaktif', 'awal', 'jalan', 'pemilu', 'arsjad', 'rasjid', 'ketua', 'tpn', 'https', 'inklusifkolaboratif', 'id', 'arsjad', 'rasjid', 'kawal', 'hitung', 'suara', 'pemilu']",ucap arsjad rasjid semangat rakyat indonesia waspada proaktif awal jalan pemilu arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal hitung suara pemilu,11,Positive
PEMUDA dn MAHASISWA PAPUA kota bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'kota', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,-1,Negative
"Hai SohIB!

Saat ini SohIB bisa memantau langsung pergerakan real-time data real count di website resmi 
@KPU_ID
 pada tautan http://pemilu2024.kpu.go.id

Yuk, Kawal Suara #Pemilu2024! 
@bawaslu_RI
#IndonesiaBaik #PerhitunganSuara #PemungutanSuara #KawalPemilu #PemiluDamai2024","hai sohib!

saat ini sohib bisa memantau langsung pergerakan real-time data real count di website resmi 
@kpu_id
 pada tautan http://pemilu2024.kpu.go.id

yuk, kawal suara #pemilu2024! 
@bawaslu_ri
#indonesiabaik #perhitungansuara #pemungutansuara #kawalpemilu #pemiludamai2024",hai sohib  saat ini sohib bisa memantau langsung pergerakan real time data real count di website resmi   pada tautan  yuk kawal suara        ,hai sohib saat ini sohib bisa memantau langsung pergerakan real time data real count di website resmi pada tautan yuk kawal suara,hai sohib saat ini sohib bisa memantau langsung pergerakan real time data real count di website resmi pada tautan yuk kawal suara,hai sohib sohib memantau langsung pergerakan real time data real count website resmi tautan kawal suara,hai sohib sohib pantau langsung gera real time data real count website resmi taut kawal suara,"['hai', 'sohib', 'sohib', 'pantau', 'langsung', 'gera', 'real', 'time', 'data', 'real', 'count', 'website', 'resmi', 'taut', 'kawal', 'suara']",hai sohib sohib pantau langsung gera real time data real count website resmi taut kawal suara,22,Positive
"Dominasi tak peduli sosial ekonomi 

#exitpoll #prabowosubianto #capres2024 #pilpres2024 #pemilu2024 #infografis #pinterpolitik #politikinternasional #beritapolitik","dominasi tak peduli sosial ekonomi 

#exitpoll #prabowosubianto #capres2024 #pilpres2024 #pemilu2024 #infografis #pinterpolitik #politikinternasional #beritapolitik",dominasi tak peduli sosial ekonomi          ,dominasi tak peduli sosial ekonomi,dominasi tak peduli sosial ekonomi,dominasi peduli sosial ekonomi,dominasi peduli sosial ekonomi,"['dominasi', 'peduli', 'sosial', 'ekonomi']",dominasi peduli sosial ekonomi,11,Positive
Masyarakat bisa pantau penghitungan real count Pemilu 2024 pada laman resmi milik KPU.,masyarakat bisa pantau penghitungan real count pemilu 2024 pada laman resmi milik kpu.,masyarakat bisa pantau penghitungan real count pemilu pada laman resmi milik kpu ,masyarakat bisa pantau penghitungan real count pemilu pada laman resmi milik kpu,masyarakat bisa pantau penghitungan real count pemilu pada laman resmi milik kpu,masyarakat pantau penghitungan real count pemilu laman resmi milik,masyarakat pantau hitung real count pemilu laman resmi milik,"['masyarakat', 'pantau', 'hitung', 'real', 'count', 'pemilu', 'laman', 'resmi', 'milik']",masyarakat pantau hitung real count pemilu laman resmi milik,8,Positive
PEMUDA dn MAHASISWA PAPUA kota bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'kota', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,-1,Negative
"Pemilu 2024 mencerminkan kesadaran politik yang matang di Indonesia, dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri. 
#Pemilu2024BebasHoaks
#Pemilu2024MenujuIndonesiaMaju","pemilu 2024 mencerminkan kesadaran politik yang matang di indonesia, dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri. 
#pemilu2024bebashoaks
#pemilu2024menujuindonesiamaju",pemilu mencerminkan kesadaran politik yang matang di indonesia dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri   ,pemilu mencerminkan kesadaran politik yang matang di indonesia dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri,pemilu mencerminkan kesadaran politik yang matang di indonesia dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri,pemilu mencerminkan kesadaran politik matang indonesia antusiasme pemilih negeri,pemilu cermin sadar politik matang indonesia antusiasme pilih negeri,"['pemilu', 'cermin', 'sadar', 'politik', 'matang', 'indonesia', 'antusiasme', 'pilih', 'negeri']",pemilu cermin sadar politik matang indonesia antusiasme pilih negeri,5,Positive
#PolresPPU #Poldakaltim #Polripresisi #Pemilu2024 #PemiluDamai #Damaiindonesia #IknNusantara,#polresppu #poldakaltim #polripresisi #pemilu2024 #pemiludamai #damaiindonesia #iknnusantara,       ,,,,,[],,0,Neutral
PEMUDA n MAHASISWA PAPUA bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
